"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"HW049au","0","100","500","1","1","4","3","4","5","5","5","4","4","3","4","7","2","3","3","4","6","2","7","5","6","5","6","6","6","5","5","3","0","-2","2","1","5","2","1","6","1","1","2","5","3","4","","50","","","","","climate","","","1","","","","2","1","3","4","5","2","1","4","1","3","2","1","4","2","6","3","7","8","9","5","1","4","8","2","9","7","5","3","6","3","1","4","7","2","6","5","2","1","Independent","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"LV485gx","0","100","363","1","1","7","7","2","3","1","7","7","2","4","5","7","5","3","2","5","5","2","5","5","7","7","7","6","7","7","7","7","3","-1","1","2","3","5","4","4","5","4","1","5","3","2","","26","","","","na","minwage","1","","","","","","2","1","4","2","5","3","1","3","1","4","2","1","3","8","6","9","5","4","7","2","1","9","5","4","8","2","3","7","6","3","1","4","2","6","7","5","1","2","Independent","I did not vote","I will not vote","man","Lower Middle Class","White","","","","American Indian or Alaska Native","","","","$40,001-$60,000","GED"
"WC936hk","0","100","823","1","1","5","6","5","5","5","5","4","5","5","4","4","5","5","6","6","6","6","5","5","6","6","5","6","5","6","3","5","1","2","1","2","4","5","4","4","5","5","1","4","2","3","","30","","","","","health","","","","","1","","1","2","3","4","2","1","5","3","1","2","4","1","7","2","8","5","4","9","3","6","1","4","3","5","2","6","7","9","8","3","1","2","4","7","5","6","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"XK308lg","0","100","433","1","1","5","2","3","2","1","7","6","6","1","7","7","2","2","2","4","7","2","6","5","7","7","7","7","7","7","5","7","2","0","1","2","3","5","5","5","5","1","4","3","2","5","","32","","","","","housing","","","","1","","","2","1","4","5","1","3","2","3","1","2","4","1","9","4","7","8","3","5","2","6","1","9","3","4","6","5","2","7","8","3","1","4","2","5","6","7","2","1","Democrat","Joe Biden","Other","woman","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","4yearColl"
"CE733ul","0","100","548","1","1","6","5","6","5","4","4","5","6","4","5","6","5","5","4","5","5","5","6","6","5","5","7","6","6","6","6","6","2","0","2","1","2","3","2","2","5","5","1","3","4","2","","19","","","","","minwage","1","","","","","","2","1","2","4","3","1","5","4","1","3","2","1","7","6","9","4","2","8","3","5","1","2","3","9","5","7","4","6","8","6","1","3","7","5","4","2","1","2","Independent","I did not vote","I will not vote","man","Middle Class","","","","Asian","","","","","$80,001-$100,000","GED"
"NQ873ek","0","100","696","1","1","4","4","5","5","2","5","6","5","2","5","6","5","6","2","6","6","5","6","5","6","6","6","6","6","6","6","7","2","1","1","2","1","4","4","4","3","5","2","1","4","3","","34","","","","","housing","","","","1","","","1","2","5","1","4","3","2","4","1","3","2","1","4","2","5","3","6","7","8","9","1","3","2","5","7","6","9","4","8","2","1","5","3","7","4","6","1","2","Republican","Donald Trump","Donald Trump","man","Upper Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"QN130ao","0","100","467","1","1","4","5","5","5","4","7","5","5","4","4","5","1","4","1","6","7","5","7","5","6","6","6","4","4","5","5","4","1","1","1","2","6","5","4","5","5","1","3","4","5","2","","43","","","","I like the survey ","climate","","","1","","","","2","1","2","3","1","5","4","3","1","2","4","1","7","2","6","8","4","5","9","3","1","3","9","5","2","7","4","8","6","3","1","4","6","2","5","7","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"OI106wq","0","100","458","1","1","6","6","2","3","1","7","7","2","1","7","7","2","2","1","2","6","2","2","5","7","7","7","7","7","7","7","6","1","1","2","1","1","6","6","","","1","5","4","2","3","","38","","","","","climate","","","1","","","","2","1","3","4","5","1","2","3","1","2","4","1","4","8","3","7","2","6","5","9","1","9","2","6","3","5","8","7","4","3","1","4","5","7","6","2","1","2","Independent","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$120,001-$140,000","MA"
"DZ844cm","0","100","526","1","1","5","6","5","6","6","4","2","3","3","5","6","3","4","3","4","5","4","5","5","5","5","5","3","3","4","3","5","0","2","2","1","1","4","1","1","3","5","3","1","2","4","","34","","","","","weed","","","","","","1","2","1","4","2","1","3","5","4","1","3","2","1","5","6","8","7","3","9","2","4","1","8","5","2","4","7","3","9","6","6","1","5","2","7","3","4","2","1","Independent","Joe Biden","Joe Biden","man","Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$100,001-$120,000","4yearColl"
"KA835ac","0","100","522","1","1","2","2","6","2","1","7","7","4","6","1","6","3","3","3","3","6","3","3","5","5","4","5","3","5","4","4","1","-3","0","2","1","5","2","2","2","5","5","4","3","1","2","","39","","","","","minwage","1","","","","","","2","1","5","1","2","4","3","4","1","2","3","1","3","5","9","7","8","4","6","2","1","5","3","9","2","8","6","4","7","5","1","6","4","3","2","7","1","2","Republican","Donald Trump","Donald Trump","woman","Lower Middle Class","White","","","","","","","","$80,001-$100,000","GED"
"QO427fa","0","100","709","1","1","3","1","4","1","1","7","7","1","1","7","7","2","2","1","3","6","2","6","5","6","5","6","5","7","7","6","6","2","-1","1","2","6","2","3","5","5","2","1","3","4","5","","34","","","","","climate","","","1","","","","2","1","5","4","1","2","3","2","1","3","4","1","5","3","9","7","8","6","4","2","1","2","6","7","5","9","8","4","3","6","1","4","5","7","3","2","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","","","Black or African American","","","","","","$80,001-$100,000","MA"
"OL972fv","0","100","766","1","1","5","5","3","1","1","7","7","5","1","7","7","5","3","2","3","3","5","5","5","7","7","7","7","7","6","6","6","0","-1","1","2","1","5","5","3","5","3","4","5","1","2","","40","","","","","housing","","","","1","","","2","1","2","1","3","4","5","3","1","4","2","1","2","5","8","9","3","6","7","4","1","3","7","2","6","5","8","9","4","2","1","7","4","3","5","6","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$120,001-$140,000","4yearColl"
"OT973wl","0","100","462","1","1","4","4","3","2","1","7","4","5","3","7","7","2","2","1","2","6","3","6","5","5","7","6","6","7","6","6","6","3","-1","1","2","1","4","5","1","4","4","2","1","3","5","","55","","","","","housing","","","","1","","","2","1","3","4","2","5","1","4","1","2","3","1","7","9","4","5","2","6","8","3","1","3","5","9","4","2","7","6","8","3","1","2","4","5","7","6","1","2","Independent","Joe Biden","Joe Biden","woman","Upper Middle Class","White","","","","","","","","$120,001-$140,000","4yearColl"
"MC129xn","0","100","541","1","1","4","3","7","4","3","7","7","1","1","7","7","3","1","1","4","7","1","7","5","7","7","7","6","7","7","7","7","0","1","1","2","4","4","4","4","4","4","3","2","5","1","","49","","","","","climate","","","1","","","","1","2","2","3","4","5","1","2","1","4","3","1","9","2","6","8","3","5","7","4","1","5","9","3","4","8","7","2","6","2","1","7","3","4","5","6","1","2","Independent","Donald Trump","Donald Trump","woman","Lower Class","White","","","","","","","","$20,001-$40,000","GED"
"FM089ds","0","100","459","1","1","6","4","2","2","2","7","6","2","1","6","7","5","5","4","3","3","4","5","5","7","7","7","7","7","7","7","4","1","0","1","2","2","5","4","5","5","3","5","4","1","2","","31","","","","none","weed","","","","","","1","1","2","5","4","2","3","1","4","1","3","2","1","2","5","3","9","8","7","6","4","1","9","8","7","6","3","4","5","2","3","1","2","4","5","6","7","1","2","Independent","Joe Biden","Robert F. Kennedy Jr.","woman","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","4yearColl"
"CW470rd","0","100","472","1","1","1","1","6","6","3","7","4","7","7","2","3","4","2","1","5","6","2","6","5","5","5","3","6","5","3","6","5","1","0","1","2","6","4","","6","","2","1","5","3","4","Michael Rectenwald","30","","","","","weed","","","","","","1","1","2","5","1","2","3","4","2","1","4","3","1","2","9","7","3","6","4","8","5","1","6","2","4","3","8","9","7","5","6","1","3","5","4","2","7","2","1","Independent","Third-party candidate","Other","man","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"XM315zy","0","100","498","1","1","5","5","5","5","5","5","5","4","4","5","6","3","4","4","5","5","4","5","5","5","6","6","5","5","5","5","6","2","-1","1","2","4","","","","3","4","2","1","5","3","","27","","","","","housing","","","","1","","","2","1","3","1","5","2","4","4","1","2","3","1","7","8","2","5","6","9","4","3","1","8","7","2","5","9","4","6","3","3","1","7","6","5","2","4","1","2","Republican","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$20,001-$40,000","MA"
"SQ352cn","0","100","556","1","1","1","1","7","4","1","7","6","2","1","7","7","1","1","1","1","7","1","7","5","5","6","6","4","4","4","2","7","3","2","2","1","3","6","7","6","","2","3","1","4","5","I don't know yet","48","","","","","climate","","","1","","","","1","2","4","5","3","1","2","3","1","4","2","1","4","9","7","5","2","3","8","6","1","9","2","5","3","4","7","6","8","5","1","3","7","2","4","6","1","2","Independent","Joe Biden","Other","woman","Middle Class","","","Black or African American","","","","","","$20,001-$40,000","2yearColl"
"GH724ca","0","100","722","1","1","6","5","3","3","3","7","6","1","2","5","7","1","2","2","3","3","4","7","5","7","7","7","7","7","7","7","6","2","2","1","2","1","1","3","2","3","5","2","1","4","3","","35","","","","","climate","","","1","","","","1","2","1","2","4","5","3","3","1","4","2","1","3","6","8","2","4","5","9","7","1","2","9","4","3","7","6","8","5","6","1","4","2","5","7","3","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"JJ476qh","0","100","510","1","1","7","7","1","3","1","7","7","2","2","4","7","3","5","3","5","5","3","5","5","6","6","6","6","6","6","6","6","1","1","2","1","5","2","2","2","5","5","3","4","2","1","","55","","","","","weed","","","","","","1","1","2","1","2","4","3","5","4","1","3","2","1","4","9","8","7","3","2","6","5","1","7","8","2","4","9","5","3","6","7","1","5","3","2","6","4","1","2","Republican","Donald Trump","Donald Trump","woman","Working Class","White","","","","","","","","$100,001-$120,000","2yearColl"
"XY532bx","0","100","436","1","1","5","5","3","1","1","7","7","2","1","7","7","3","2","3","3","6","4","5","5","6","6","6","6","6","6","5","5","1","1","1","2","1","3","2","2","3","3","5","1","4","2","","32","","","","","minwage","1","","","","","","2","1","2","4","5","1","3","4","1","2","3","1","8","2","7","9","4","5","3","6","1","3","9","8","2","6","4","7","5","5","1","2","4","7","6","3","2","1","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"OZ998rm","0","100","488","1","1","6","6","2","1","1","6","7","7","6","6","7","2","4","1","2","6","2","7","5","7","7","7","7","7","7","7","7","3","0","2","1","1","5","6","1","7","3","2","1","5","4","","55","","","","","health","","","","","1","","1","2","3","5","4","1","2","4","1","2","3","1","6","5","7","2","9","8","4","3","1","7","4","3","9","8","6","2","5","5","1","7","3","2","6","4","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","Black or African American","","","","","","$60,001-$80,000","4yearColl"
"AJ099tl","0","100","500","1","1","3","2","5","1","1","7","7","1","1","7","7","2","2","1","1","7","2","7","5","7","7","7","7","7","7","7","7","2","0","1","2","1","7","5","1","5","3","2","1","4","5","","34","","","","","debt","","1","","","","","1","2","5","4","3","2","1","3","1","4","2","1","4","9","8","3","6","5","7","2","1","6","3","8","7","2","9","5","4","6","1","2","3","7","4","5","1","2","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"RC712ve","0","100","401","1","1","5","3","5","2","1","7","7","3","2","6","5","2","2","2","2","6","2","6","5","3","6","6","6","6","6","6","6","3","-1","2","1","5","","5","","","2","4","1","3","5","","21","","","","","housing","","","","1","","","2","1","3","5","1","4","2","2","1","4","3","1","6","4","9","8","3","7","2","5","1","4","3","9","5","6","8","2","7","5","1","4","6","3","7","2","1","2","Independent","I did not vote","I will not vote","woman","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","GED"
"PB999td","0","100","463","1","1","4","6","4","4","1","3","4","3","1","5","6","3","3","4","4","4","3","3","5","6","6","6","6","6","6","3","5","0","0","1","2","","","","","","5","4","2","3","1","","46","","","","","weed","","","","","","1","1","2","2","4","5","1","3","3","1","2","4","1","5","6","8","3","2","9","7","4","1","4","5","2","8","6","7","3","9","6","1","3","2","7","5","4","1","2","Democrat","Joe Biden","Cornel West","woman","Middle Class","","","Black or African American","","","","","","Prefer not to answer","2yearColl"
"BC118qp","0","100","837","1","1","6","6","2","1","1","7","7","1","1","7","7","4","6","4","4","2","6","4","5","7","7","6","7","6","7","7","7","3","3","1","2","1","","4","1","4","2","1","4","5","3","","25","","","","","debt","","1","","","","","2","1","1","5","3","4","2","2","1","3","4","1","9","6","7","2","8","3","5","4","1","3","5","9","6","2","8","7","4","5","1","4","3","7","6","2","1","2","Independent","I did not vote","I will not vote","man","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$0-$20,000","GED"
"ZI116jk","0","100","660","1","1","4","3","4","2","2","7","7","2","1","7","7","3","3","2","5","6","4","4","5","6","6","6","6","6","6","6","6","2","2","2","1","4","4","4","5","6","1","5","4","3","2","","38","","","","","housing","","","","1","","","1","2","4","1","3","5","2","2","1","4","3","1","3","5","6","4","9","7","2","8","1","2","7","6","4","8","3","5","9","3","1","4","5","6","2","7","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","","","Black or African American","","","","","","$120,001-$140,000","4yearColl"
"RU053ng","0","100","769","1","1","4","3","4","5","1","5","7","3","2","6","6","4","4","2","5","5","3","4","5","5","6","6","7","5","5","5","6","2","1","2","1","2","6","2","4","4","2","3","4","5","1","","26","","","","","minwage","1","","","","","","2","1","2","4","1","3","5","2","1","4","3","1","5","9","7","4","2","8","6","3","1","3","4","9","5","8","7","2","6","7","1","5","6","3","4","2","2","1","Republican","Donald Trump","Donald Trump","man","Upper Middle Class","","","Black or African American","","","","","","$60,001-$80,000","4yearColl"
"VH031nf","0","100","308","1","1","6","5","4","4","4","7","5","6","6","5","6","4","3","2","5","4","5","4","5","6","5","5","6","5","6","5","4","0","0","2","1","4","","","3","","2","1","5","3","4","","26","","","","","housing","","","","1","","","2","1","2","1","3","4","5","3","1","4","2","1","2","3","9","6","5","7","4","8","1","4","5","7","8","2","3","9","6","6","1","7","5","2","3","4","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","","","Black or African American","","","","","","$120,001-$140,000","4yearColl"
"QB459oq","0","100","713","1","1","7","6","3","6","6","5","6","5","3","7","5","6","7","5","7","6","6","2","5","6","7","7","6","6","7","6","6","0","1","2","1","2","5","5","4","4","2","1","3","4","5","","31","","","","","weed","","","","","","1","1","2","3","5","1","4","2","2","1","4","3","1","2","6","9","8","5","4","3","7","1","4","3","2","5","7","6","8","9","2","1","5","6","7","3","4","1","2","Democrat","Joe Biden","Joe Biden","man","Lower Middle Class","White","","","","","","","","$120,001-$140,000","MA"
"KP420xm","0","100","645","1","1","3","3","5","3","2","6","6","2","4","5","6","1","3","6","3","6","2","7","5","5","6","6","6","5","4","5","6","3","1","2","1","3","5","","","6","1","4","3","5","2","","49","","","","","debt","","1","","","","","1","2","4","5","3","1","2","4","1","2","3","1","2","4","6","9","8","7","3","5","1","8","6","5","3","2","7","4","9","5","1","6","7","2","3","4","1","2","Independent","I did not vote","Robert F. Kennedy Jr.","woman","Middle Class","White","","","","American Indian or Alaska Native","","","","$60,001-$80,000","4yearColl"
"LL021pm","0","100","569","1","1","5","1","1","1","5","7","7","1","1","7","7","3","1","2","2","7","1","7","5","7","7","6","7","7","7","7","6","3","0","1","2","3","3","3","6","3","4","3","5","1","2","","50","","","","","minwage","1","","","","","","2","1","1","5","4","2","3","3","1","4","2","1","9","2","7","4","6","8","3","5","1","7","2","4","6","8","5","9","3","3","1","6","4","7","5","2","2","1","Independent","Joe Biden","Joe Biden","woman","Lower Middle Class","","","Black or African American","","","","","","$180,001-$200,000","4yearColl"
"FK902np","0","100","827","1","1","5","5","3","5","2","7","6","4","1","7","7","2","4","1","6","5","2","6","5","6","7","6","6","7","6","6","7","3","-1","2","1","4","4","4","4","6","4","3","1","5","2","","34","","","","","minwage","1","","","","","","1","2","1","3","2","5","4","3","1","2","4","1","2","8","3","7","9","4","5","6","1","4","6","5","7","9","3","2","8","5","1","6","7","4","2","3","1","2","Independent","Joe Biden","Robert F. Kennedy Jr.","man","Lower Middle Class","White","","","","","","","","$80,001-$100,000","GED"
"XI942vd","0","100","606","1","1","4","3","4","3","2","5","4","3","3","5","6","3","3","2","3","5","2","3","5","4","5","4","5","5","5","5","5","1","-1","1","2","2","5","5","4","5","1","4","2","3","5","","32","","","","","climate","","","1","","","","1","2","5","3","1","4","2","2","1","3","4","1","5","9","3","8","2","7","4","6","1","8","6","5","7","4","2","9","3","4","1","5","7","3","6","2","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","","","","Asian","","","","","$80,001-$100,000","4yearColl"
"DG625ol","0","100","649","1","1","3","3","5","1","1","7","7","1","1","7","7","2","2","2","2","6","2","6","5","5","6","6","6","6","6","4","7","1","0","1","2","2","4","","","","4","3","2","5","1","","35","","","","","weed","","","","","","1","1","2","1","4","2","3","5","2","1","4","3","1","7","6","9","4","8","3","5","2","1","6","4","5","9","3","8","7","2","6","1","2","5","4","3","7","2","1","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","","","Black or African American","","","","","","$80,001-$100,000","GED"
"ES054wl","0","100","954","1","1","7","4","5","5","4","4","4","7","6","4","6","5","7","7","6","5","6","6","5","6","5","6","6","7","6","6","6","1","2","1","2","4","4","5","4","4","2","3","1","5","4","","31","","","","","weed","","","","","","1","2","1","5","3","2","4","1","2","1","4","3","1","6","4","7","8","3","9","5","2","1","2","8","4","9","6","3","5","7","3","1","6","7","2","4","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"BP436zs","0","100","753","1","1","7","5","1","1","1","7","7","1","1","7","7","4","2","1","4","7","2","7","5","6","7","7","7","7","7","7","7","2","0","1","2","1","7","7","","","3","2","5","1","4","","45","","","","","health","","","","","1","","1","2","4","2","5","3","1","2","1","4","3","1","4","8","2","9","6","5","7","3","1","7","2","8","5","6","9","3","4","5","1","7","2","6","3","4","2","1","Democrat","Joe Biden","Joe Biden","woman","Lower Class","White","","","","","","","","$20,001-$40,000","2yearColl"
"II509ko","0","100","713","1","1","7","7","1","1","1","7","7","1","1","7","7","5","5","5","5","3","5","3","5","7","7","7","7","7","7","7","7","3","0","2","1","1","7","4","1","4","5","2","1","3","4","","43","","","","","weed","","","","","","1","1","2","2","1","4","5","3","3","1","2","4","1","4","9","2","8","7","6","5","3","1","2","6","3","5","4","7","8","9","4","1","2","5","3","6","7","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","Middle Eastern or North African","","","Prefer not to answer","4yearColl"
"XI911ad","0","100","661","1","1","6","4","4","4","5","4","6","6","6","2","6","3","3","2","5","6","3","6","5","5","6","6","6","6","6","3","5","1","0","1","2","4","4","4","4","4","2","3","5","1","4","","59","","","","","weed","","","","","","1","2","1","3","5","4","2","1","2","1","3","4","1","7","2","4","5","9","8","3","6","1","8","6","5","4","2","3","9","7","6","1","3","7","4","2","5","1","2","Independent","Joe Biden","I will not vote","woman","Lower Middle Class","White","","","","","","","","$100,001-$120,000","GED"
"EJ627qa","0","100","658","1","1","7","7","1","1","1","7","7","1","1","7","7","6","5","7","5","7","5","7","5","7","7","7","7","7","7","7","6","3","0","1","2","1","7","7","7","7","5","3","1","4","2","","29","","","","","minwage","1","","","","","","1","2","4","2","5","3","1","2","1","4","3","1","4","6","9","5","3","2","8","7","1","5","2","8","7","3","4","9","6","4","1","7","6","2","3","5","1","2","Independent","Joe Biden","Jill Stein","man","Working Class","","","","Asian","","","","","$80,001-$100,000","2yearColl"
"NN328ye","0","100","421","1","1","3","3","4","4","3","5","3","3","5","3","6","1","1","3","3","6","1","5","5","3","5","4","5","5","5","5","5","2","2","2","1","5","3","2","4","4","1","5","4","2","3","","39","","","","I'm sure you're aware of the qualifications and limitations behind the ""stances"" and ""beliefs"" statements, but that doesn't make them less frustrating. I had to put ""slightly agree"" or ""slightly disagree"" more than I otherwise would have because the answers are more complicated and nuanced than a simple statement and simple answers would permit.  ","minwage","1","","","","","","2","1","2","5","3","4","1","3","1","4","2","1","7","6","5","2","3","4","8","9","1","2","4","9","3","6","7","8","5","2","1","5","3","6","4","7","2","1","Independent","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","Over $200,000","PHD"
"MP172nq","0","100","628","1","1","3","3","5","7","1","7","7","1","1","7","6","2","2","2","2","5","2","6","5","7","7","7","6","6","7","6","6","1","1","1","2","1","4","6","4","4","5","1","2","3","4","","25","","","","N/A","housing","","","","1","","","2","1","4","5","2","3","1","4","1","3","2","1","2","4","5","8","7","9","6","3","1","7","9","2","6","3","5","8","4","7","1","2","6","3","5","4","1","2","Democrat","Joe Biden","Joe Biden","woman","Upper Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","2yearColl"
"BB880zi","0","100","678","1","1","6","5","2","6","1","7","6","5","2","7","6","2","2","2","3","5","2","6","5","5","6","6","6","6","6","6","7","2","2","1","2","4","3","3","1","4","4","2","1","5","3","","38","","","","","debt","","1","","","","","2","1","3","2","4","5","1","4","1","3","2","1","6","9","3","8","7","4","2","5","1","4","2","8","5","7","6","9","3","4","1","3","2","5","6","7","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$140,001-$160,000","MA"
"LG760wm","0","100","906","1","1","4","4","3","2","2","6","6","2","1","7","7","2","3","2","3","5","2","6","5","6","6","6","6","6","6","5","6","3","0","2","1","3","6","6","4","5","5","4","3","1","2","","55","","West Indian","","","housing","","","","1","","","1","2","5","1","3","4","2","4","1","3","2","1","8","2","9","3","7","5","4","6","1","8","7","3","6","5","9","2","4","6","1","5","2","7","3","4","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","","","Black or African American","","","","","Other (please specify)","$60,001-$80,000","4yearColl"
"MO281sv","0","100","623","1","1","2","2","6","7","7","1","1","7","7","6","6","2","2","2","4","7","2","7","5","6","7","6","6","6","7","5","2","2","-1","2","1","7","6","2","7","4","4","5","3","1","2","Nikki Haley","71","","","","No technical problems or other issues, all went smoothly, thank you.","debt","","1","","","","","1","2","3","4","2","1","5","3","1","4","2","1","6","2","7","8","4","9","5","3","1","8","9","5","7","6","2","4","3","7","1","3","5","2","4","6","1","2","Republican","I did not vote","Other","woman","Middle Class","White","","","","","","Native Hawaiian or Other Pacific Islander","","$40,001-$60,000","GED"
"EY286fk","0","100","857","1","1","7","7","1","1","1","7","6","6","1","6","7","4","5","5","3","3","2","3","5","7","7","7","7","7","7","7","7","3","-2","2","1","1","4","5","1","5","5","3","1","4","2","","31","","","","","health","","","","","1","","1","2","1","5","3","4","2","2","1","4","3","1","4","9","7","6","8","2","3","5","1","3","6","9","5","4","7","8","2","2","1","3","6","7","4","5","2","1","Democrat","Joe Biden","Joe Biden","man","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl"
"ET853ap","0","100","956","1","1","5","6","5","2","2","6","6","1","1","5","6","4","3","2","3","3","3","3","5","6","6","5","6","6","6","6","6","2","2","2","1","3","","1","","2","5","3","4","2","1","","31","","","","","climate","","","1","","","","1","2","4","2","5","1","3","4","1","2","3","1","4","3","6","5","8","9","2","7","1","7","9","8","3","6","2","5","4","4","1","6","7","3","2","5","2","1","Republican","Donald Trump","Donald Trump","man","Middle Class","","","Black or African American","","","","","","$180,001-$200,000","MA"
"PQ949as","0","100","597","1","1","7","6","1","4","4","6","6","1","1","7","7","1","1","2","5","7","2","7","5","7","7","7","7","7","7","7","7","3","3","1","2","1","7","7","1","7","1","4","2","5","3","","65","","","","","climate","","","1","","","","1","2","2","1","5","4","3","4","1","2","3","1","8","9","4","2","5","7","3","6","1","5","4","7","3","8","9","6","2","6","1","3","2","5","7","4","2","1","Democrat","Joe Biden","Joe Biden","man","Lower Class","White","","","","","","","","$20,001-$40,000","GED"
"XJ484ef","0","100","846","1","1","7","2","2","1","1","7","7","2","1","7","7","2","2","3","2","6","2","6","5","6","6","6","6","6","6","7","7","3","0","1","2","1","6","7","1","7","1","5","4","3","2","Undecided","31","","","","","health","","","","","1","","1","2","2","5","4","3","1","3","1","4","2","1","3","5","6","9","7","4","2","8","1","4","3","8","7","2","9","5","6","4","1","5","7","2","3","6","2","1","Democrat","Joe Biden","Other","woman","Lower Middle Class","White","","","","","","","","$40,001-$60,000","MA"
"XA873yk","0","100","736","1","1","1","1","7","1","1","7","7","1","1","7","7","1","1","1","1","7","1","7","5","7","7","7","7","7","7","7","1","-3","-3","1","2","","5","5","","","5","4","1","2","3","","39","","","","","debt","","1","","","","","2","1","3","5","1","2","4","2","1","4","3","1","2","8","6","5","4","9","7","3","1","5","7","2","6","9","4","3","8","4","1","5","2","7","6","3","1","2","Democrat","Joe Biden","Joe Biden","man","Working Class","White","","","","","","","","$0-$20,000","4yearColl"
"IX445bf","0","100","372","1","1","7","7","1","1","1","7","7","1","7","7","7","2","1","1","1","6","1","7","5","7","7","7","7","7","7","7","7","3","1","1","2","1","4","7","1","7","1","4","5","2","3","","34","","","","","debt","","1","","","","","2","1","4","5","3","2","1","3","1","2","4","1","2","3","8","7","6","4","5","9","1","4","9","3","7","5","2","8","6","7","1","3","5","4","6","2","1","2","Democrat","Joe Biden","I will not vote","man","Working Class","","","Black or African American","","","","","","$40,001-$60,000","2yearColl"
