"PID","zs_class","SDO","zsm","lnktfate","soli","support","impact","impact_uc","impact_wc","zs_class_1","zs_class_2","zs_class_3R","SDO_1","SDO_2","SDO_3R","SDO_4R","SDO_5","SDO_6","SDO_7R","SDO_8R","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5R","zsm_6","zsm_7R","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_id","vote_2020","vote_2024","policy","blockorder","soli_first","att_1","age","gender","race","edu","income","class","feedback"
"ZH120sg",6.33333333333333,1.25,2.57142857142857,6,5.5,3,2,1,1,6,6,7,1,1,1,1,2,1,2,1,3,3,1,2,3,3,3,5,5,5,5,6,7,2,5,4,3,5,"Independent","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,52,"man","White","MA","Over $200,000","Upper Middle Class",NA
"BC720ef",7,1.875,1.85714285714286,6,6,6,2,-1,3,7,7,7,2,1,1,2,1,6,1,1,2,2,1,2,2,2,2,6,6,6,6,6,6,2,6,6,4,5,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",1,1,32,"man","White","4yearColl","$60,001-$80,000","Working Class",NA
"GP235un",7,1,2.71428571428571,4,6.5,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,2,2,2,5,2,4,2,6,6,7,6,7,7,1,NA,7,NA,6,"Independent","I did not vote","Joe Biden","debt","policy_first",0,1,29,"woman","White","MA","$60,001-$80,000","Lower Middle Class",NA
"XT855aa",6.66666666666667,1.125,3.28571428571429,6,6.33333333333333,7,2,1,1,7,6,7,1,1,1,1,1,1,2,1,3,4,3,3,4,3,3,7,6,6,7,6,6,1,6,7,1,7,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,38,"woman","White","MA","$40,001-$60,000","Lower Middle Class",NA
"YA104mj",6.66666666666667,1.25,4.28571428571429,6,6.5,7,3,0,3,7,6,7,1,1,1,1,1,1,2,2,5,6,3,2,4,5,5,6,7,7,7,6,6,1,5,6,NA,5,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,36,"woman","Black or African American","4yearColl","$60,001-$80,000","Middle Class","n/a"
"ZY918tv",4,3.375,4.28571428571429,5,4.5,5,3,1,2,4,5,3,5,4,2,2,4,4,3,3,7,4,5,5,2,5,2,6,5,4,3,4,5,2,3,3,2,2,"Democrat","Joe Biden","Joe Biden","housing","policy_first",1,1,54,"woman","White","MA","$20,001-$40,000","Lower Middle Class",NA
"JG104kw",7,1.375,5.85714285714286,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,4,1,7,7,2,5,7,7,6,7,7,7,7,7,7,1,4,3,NA,5,"Independent","I did not vote","Robert F. Kennedy Jr.","climate","wordlviews_first",1,1,21,"man","American Indian or Alaska Native","noHS","$0-$20,000","Lower Class",NA
"EM852jo",6.66666666666667,5.75,4.14285714285714,5,4.83333333333333,4,0,0,0,6,7,7,5,5,6,5,7,6,6,6,5,4,4,4,3,4,5,4,5,5,5,6,4,4,1,1,1,1,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,33,"man","Asian","MA","$100,001-$120,000","Upper Middle Class",NA
"VZ962hr",5,4.125,2.71428571428571,5,5.66666666666667,6,3,1,2,7,3,5,4,6,5,5,6,2,2,3,3,3,3,5,1,3,1,5,6,6,5,6,6,1,5,NA,2,4,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,22,"man","Black or African American","2yearColl","$100,001-$120,000","Middle Class",NA
"XV623cx",4,4.25,3.71428571428571,6,4.83333333333333,1,0,3,-3,4,4,4,4,5,4,4,5,4,4,4,3,4,3,4,4,4,4,5,5,4,5,5,5,5,1,1,3,1,"Independent","Donald Trump","Donald Trump","climate","policy_first",0,1,44,"man","White","2yearColl","$60,001-$80,000","Lower Middle Class",NA
"JE808rd",4.66666666666667,2.375,4.28571428571429,7,7,5,2,1,1,5,4,5,5,1,3,1,2,4,2,1,5,4,3,6,5,5,2,7,7,7,7,7,7,5,7,5,6,7,"Democrat","Joe Biden","Joe Biden","health","policy_first",1,1,35,"man","White","MA","$80,001-$100,000","Middle Class",NA
"VQ140nf",3.66666666666667,1.75,3.42857142857143,5,5.66666666666667,7,3,0,3,5,1,5,2,1,1,2,2,3,2,1,3,4,5,4,4,2,2,4,6,6,6,6,6,1,5,1,1,1,"Democrat","Joe Biden","I will not vote","health","wordlviews_first",0,1,27,"woman","multiracial","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"RM540op",5,3,3,6,5.83333333333333,5,0,1,-1,6,6,3,2,6,1,3,6,2,2,2,5,4,1,2,3,2,4,7,6,6,6,5,5,4,4,3,4,3,"Independent","Donald Trump","Donald Trump","weed","wordlviews_first",0,1,43,"woman","White","GED","$40,001-$60,000","Working Class",NA
"XC984tz",5,1.625,1.71428571428571,6,6.5,7,2,-1,3,5,5,5,2,1,1,3,2,2,1,1,2,3,1,3,1,1,1,6,7,6,7,6,7,3,6,5,1,7,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,55,"woman","White","PHD","$40,001-$60,000","Middle Class","I'm one who came from a wealthy family and was married to someone high up in the corporate world.  Since my husband left, I have struggled financially.  It has been difficult to start over and I see the obstacles to success much more clearly.  I have seen both sides. I am now much more in favor of a minimum wage that people can actually survive on, because I am working hard just to survive. This was an interesting study."
"PK632xk",5.66666666666667,1.5,3.57142857142857,6,7,7,1,0,1,6,6,5,3,1,2,1,2,1,1,1,4,4,3,3,2,6,3,7,7,7,7,7,7,5,6,6,6,6,"Independent","Joe Biden","Cornel West","weed","wordlviews_first",0,1,39,"woman","multiracial","2yearColl","$40,001-$60,000","Working Class",NA
"LL680kw",1.66666666666667,1,2.28571428571429,6,7,5,3,0,3,2,1,2,1,1,1,1,1,1,1,1,2,2,1,4,3,2,2,7,7,7,7,7,7,3,1,1,1,1,"Independent","Donald Trump","Donald Trump","minwage","policy_first",1,1,40,"man","multiracial","4yearColl","$60,001-$80,000","Middle Class",NA
"VC644aq",6.66666666666667,1.75,3.42857142857143,6,5.5,7,2,1,1,7,7,6,4,1,1,1,3,2,1,1,3,3,2,6,3,3,4,6,7,6,4,5,5,3,5,4,4,6,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,23,"man","White","GED","$0-$20,000","Working Class","No feedback!"
"JC281lf",5,1.75,2.57142857142857,4,6.66666666666667,5,-1,-2,1,5,5,5,4,1,1,1,3,2,1,1,4,3,2,3,2,2,2,6,7,6,7,7,7,2,5,5,3,5,"Independent","Joe Biden","Joe Biden","climate","wordlviews_first",1,1,32,"man","White","4yearColl","$60,001-$80,000","Middle Class",NA
"EJ520xj",1.66666666666667,5.75,2.42857142857143,5,2.66666666666667,3,0,-1,1,1,2,2,6,6,2,6,6,7,6,7,1,3,4,4,1,2,2,3,3,3,2,3,2,6,1,1,5,1,"Republican","Donald Trump","Donald Trump","weed","policy_first",0,1,38,"woman","White","4yearColl","Over $200,000","Upper Middle Class",NA
"AU299th",5,2,2.42857142857143,6,6,6,1,-1,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Independent","I did not vote","Donald Trump","health","wordlviews_first",1,1,44,"woman","White","GED","$100,001-$120,000","Working Class",NA
"RO897do",3,1.875,2.57142857142857,4,6,6,1,0,1,3,3,3,3,2,1,2,2,2,2,1,2,3,2,3,3,3,2,5,6,6,6,7,6,4,4,3,3,5,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,47,"man","White","4yearColl","$40,001-$60,000","Working Class",NA
"OP959yx",3.33333333333333,1,2,5,6,6,1,-1,2,5,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,1,7,3,1,4,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,52,"woman","White","4yearColl","$40,001-$60,000","Working Class",NA
"QP921md",7,1,1.14285714285714,3,5.83333333333333,7,2,-1,3,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,6,7,7,1,2,7,1,5,"Democrat","Joe Biden","Joe Biden","climate","policy_first",0,1,42,"man","Hispanic, Latino, or Spanish origin","GED","$60,001-$80,000","Lower Middle Class",NA
"PN091xb",2.66666666666667,3.75,2,5,4.66666666666667,6,3,0,3,3,2,3,3,5,3,5,5,3,4,2,2,2,1,2,3,2,2,4,5,4,5,5,5,2,5,NA,4,4,"Democrat","I did not vote","I will not vote","health","policy_first",0,1,34,"woman","White","MA","$0-$20,000","Upper Middle Class",NA
"ZG260wj",6.66666666666667,1,2.71428571428571,6,6.5,4,0,0,0,7,7,6,1,1,1,1,1,1,1,1,3,3,3,2,3,2,3,6,7,6,7,7,6,1,1,1,1,1,"Independent","Joe Biden","Donald Trump","climate","policy_first",0,1,23,NA,"multiracial","2yearColl","$80,001-$100,000","Lower Middle Class",NA
"QS675xy",5.33333333333333,2.5,2.71428571428571,4,5.16666666666667,4,1,0,1,6,5,5,3,4,1,3,3,2,2,2,2,2,4,5,2,2,2,4,6,5,6,5,5,5,2,NA,2,NA,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,41,"woman","Black or African American","2yearColl","$20,001-$40,000","Middle Class",NA
"AV317yq",3.66666666666667,4.625,3.42857142857143,4,4.66666666666667,5,2,1,1,4,4,3,3,5,6,6,6,5,4,2,3,3,4,5,3,3,3,5,5,4,4,5,5,4,1,1,1,3,"Republican","Donald Trump","Donald Trump","housing","wordlviews_first",1,1,32,"woman","multiracial","MA","$100,001-$120,000","Lower Middle Class",NA
"YO737he",1.33333333333333,1,1.42857142857143,7,6.33333333333333,7,4,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,7,7,7,6,5,6,1,7,7,6,2,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,52,"woman","White","GED","$40,001-$60,000","Working Class","This study was clear and easy to understand."
"GU149rb",5,1.375,2.85714285714286,6,6.83333333333333,6,2,0,2,5,5,5,1,1,1,1,2,2,2,1,3,3,2,3,3,3,3,7,7,7,7,6,7,1,6,4,1,7,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,58,"man","White","GED","$20,001-$40,000","Working Class",NA
"IK825xa",6.33333333333333,1.875,3,7,6.5,3,-1,1,-2,7,6,6,2,1,1,1,3,2,3,2,2,2,6,3,2,2,4,6,7,7,6,6,7,3,6,5,5,6,"Democrat","Donald Trump","Robert F. Kennedy Jr.","minwage","policy_first",0,1,24,"man","White","4yearColl","$60,001-$80,000","Upper Middle Class",NA
"TS944km",6,1.125,2.71428571428571,4,5.83333333333333,1,-3,-3,0,6,6,6,1,1,1,1,1,1,2,1,2,4,2,5,2,2,2,5,6,5,6,7,6,5,4,1,1,4,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,47,"woman","White","MA","Over $200,000","Upper Middle Class",NA
"VJ197bm",5,2.25,2.57142857142857,4,5,6,NA,NA,3,5,5,5,2,2,2,2,4,2,2,2,2,2,2,6,2,2,2,5,5,5,5,5,5,2,4,4,4,4,"Democrat","Joe Biden","Joe Biden","health","policy_first",1,1,52,"woman","White","2yearColl","Over $200,000","Upper Middle Class",NA
"VE418uf",5,3.25,4,3,6.16666666666667,6,1,-2,3,5,5,5,7,1,4,2,3,3,4,2,3,5,5,6,3,3,3,6,7,6,5,6,7,2,5,7,NA,NA,"Democrat","Joe Biden","Joe Biden","housing","policy_first",1,1,36,"woman","White","4yearColl","Over $200,000","Upper Class",NA
"VQ544mg",4.33333333333333,1,3.42857142857143,6,7,6,0,0,0,5,4,4,1,1,1,1,1,1,1,1,3,3,3,5,3,4,3,7,7,7,7,7,7,NA,1,1,NA,NA,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",1,1,50,"woman","White","4yearColl","$100,001-$120,000","Middle Class",NA
"PF250bx",5.33333333333333,1.125,1.57142857142857,6,6.83333333333333,7,3,0,3,5,6,5,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,6,7,7,7,7,7,1,5,7,1,7,"Democrat","I did not vote","Joe Biden","climate","policy_first",0,1,39,"man","White","GED","$40,001-$60,000","Lower Middle Class",NA
"WJ095fx",6,1.25,2,6,6,7,4,1,3,6,6,6,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,3,5,4,5,5,"Democrat","Joe Biden","Jill Stein","debt","policy_first",0,1,61,"woman","Black or African American","4yearColl","$80,001-$100,000","Working Class",NA
"CI654bl",6,1.625,2.85714285714286,6,6.5,7,4,1,3,7,6,5,4,1,2,1,1,2,1,1,4,4,2,4,2,2,2,6,6,7,7,6,7,1,6,5,3,6,"Democrat","Joe Biden","I will not vote","debt","policy_first",0,1,36,"woman","White","4yearColl","$60,001-$80,000","Lower Middle Class",NA
"UI531vv",5.33333333333333,1.75,1.71428571428571,5,4.16666666666667,7,-2,-2,0,6,4,6,3,1,1,1,2,2,2,2,2,2,1,2,2,1,2,3,6,2,6,5,3,NA,NA,4,NA,NA,"Independent","I did not vote","I will not vote","housing","policy_first",0,1,19,"man","Middle Eastern or North African","GED","$20,001-$40,000","Upper Middle Class",NA
"AF710sl",6,3,3,6,6,3,3,2,1,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,5,4,3,3,4,"Republican","Donald Trump","Donald Trump","health","wordlviews_first",0,1,23,"woman","White","4yearColl","$60,001-$80,000","Lower Middle Class",NA
"CK015sd",4,2,3,4,6,6,1,-1,2,4,5,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,6,6,6,6,6,6,6,1,7,6,NA,NA,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",0,1,46,"man","White","GED","$60,001-$80,000","Middle Class","thanks!"
"XK670bs",5.66666666666667,1.375,2.71428571428571,5,5.33333333333333,4,0,0,0,6,5,6,2,1,1,1,1,2,2,1,2,3,2,4,3,3,2,5,6,5,6,6,4,NA,NA,NA,NA,NA,"Democrat","Joe Biden","Other","health","wordlviews_first",0,1,47,NA,"Black or African American",NA,NA,"Lower Middle Class",NA
"UC897fd",5.33333333333333,4.625,2.85714285714286,4,5,5,1,0,1,5,5,6,4,5,4,6,5,6,5,2,3,3,3,3,3,2,3,5,5,5,5,5,5,3,4,3,5,4,"Independent","I did not vote","I will not vote","minwage","wordlviews_first",0,1,40,"man","White","4yearColl","$100,001-$120,000","Lower Middle Class",NA
"NF119dv",4.66666666666667,4.125,5.28571428571429,6,5.16666666666667,6,4,3,1,4,7,3,6,7,3,1,7,5,2,2,6,7,6,7,1,6,4,7,2,5,5,5,7,4,6,6,7,5,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,50,"woman","White","4yearColl","$80,001-$100,000","Middle Class","Good survey"
"GX955yr",2,3.625,2.14285714285714,6,4.83333333333333,1,-1,-1,0,2,2,2,5,2,2,4,2,6,6,2,2,2,2,3,2,2,2,5,5,5,5,5,4,6,1,1,5,1,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,56,"man","White","4yearColl","$100,001-$120,000","Middle Class",NA
"JS321kk",1,1,1.42857142857143,5,5.5,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,5,6,5,6,5,6,4,3,1,2,2,"Independent","Donald Trump","Other","debt","wordlviews_first",0,1,43,"man","White","2yearColl","$20,001-$40,000","Working Class",NA
"NM207ua",1,1,1.85714285714286,5,7,7,3,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,7,7,7,7,7,7,3,1,1,1,3,"Independent","Donald Trump","Donald Trump","housing","wordlviews_first",0,1,38,"man","multiracial","MA","$100,001-$120,000","Middle Class",NA
"NL444dz",6.33333333333333,1,2.85714285714286,6,7,7,3,0,3,6,6,7,1,1,1,1,1,1,1,1,2,3,5,3,2,3,2,7,7,7,7,7,7,1,4,5,1,3,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,54,"woman","Black or African American","2yearColl","$140,001-$160,000","Upper Middle Class",NA
"PO266up",6,1.25,4.57142857142857,6,6.66666666666667,7,3,0,3,6,6,6,1,2,1,2,1,1,1,1,5,5,2,5,5,5,5,5,7,7,7,7,7,2,5,3,6,6,"Democrat","Joe Biden","Other","climate","wordlviews_first",0,1,39,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"GB658he",4.66666666666667,1,2,7,7,7,6,3,3,5,4,5,1,1,1,1,1,1,1,1,2,1,1,5,1,3,1,7,7,7,7,7,7,6,4,6,2,5,"Independent","Joe Biden","Donald Trump","minwage","policy_first",1,1,39,"man","Black or African American","MA","$80,001-$100,000","Upper Middle Class",NA
"JO482nw",2.66666666666667,4.125,2.42857142857143,5,4.33333333333333,5,1,-1,2,2,4,2,5,6,3,2,6,5,4,2,2,2,2,5,2,2,2,4,6,4,5,3,4,NA,4,4,4,4,"Democrat","Joe Biden","Robert F. Kennedy Jr.","housing","wordlviews_first",0,1,37,"man","White","GED","$100,001-$120,000","Upper Middle Class",NA
"RL806tc",4.66666666666667,1,2.28571428571429,5,6.33333333333333,4,1,0,1,6,2,6,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,6,6,6,7,7,6,1,5,2,4,4,"Democrat","I did not vote","Donald Trump","climate","policy_first",0,1,42,"woman","White","4yearColl","$60,001-$80,000","Middle Class","interesting survey"
"OB609sl",3.33333333333333,4.25,1.71428571428571,6,5.16666666666667,2,0,1,-1,4,2,4,5,5,5,3,3,5,5,3,1,1,1,6,1,1,1,6,5,6,4,5,5,5,3,4,2,3,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,33,"woman","White","MA","$120,001-$140,000","Middle Class",NA
"ZA639ol",4.66666666666667,3,5,6,6.33333333333333,7,2,-1,3,5,4,5,4,2,4,3,5,3,2,1,5,6,5,4,5,5,5,6,7,6,6,7,6,2,5,4,NA,5,"Democrat","I did not vote","Joe Biden","health","policy_first",0,1,18,"man","Hispanic, Latino, or Spanish origin","GED","$20,001-$40,000","Working Class",NA
"LY227sw",3.66666666666667,1.875,4,7,6.66666666666667,7,4,1,3,3,4,4,4,2,1,1,4,1,1,1,6,3,2,3,6,5,3,7,7,7,7,5,7,5,NA,NA,NA,5,"Independent","Donald Trump","Donald Trump","housing","wordlviews_first",1,1,25,"woman","White","4yearColl","$60,001-$80,000","Middle Class",NA
"TB064br",2,3.875,2.14285714285714,6,4.16666666666667,2,-4,-3,-1,2,2,2,4,1,4,4,1,7,7,3,2,2,2,2,2,3,2,4,4,4,4,5,4,7,2,1,3,1,"Republican","Donald Trump","Donald Trump","health","policy_first",0,1,53,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class","It might help for the authors to take Econ 101 and 102 and understand the laws of supply and demand."
"MF512cw",4.66666666666667,3.625,4,6,6.16666666666667,7,2,1,1,5,5,4,4,5,2,3,4,4,4,3,3,5,6,6,3,3,2,6,7,6,6,6,6,NA,NA,NA,NA,NA,"Independent","I did not vote","I will not vote","weed","policy_first",0,1,21,"man","Black or African American","GED","$20,001-$40,000","Lower Class",NA
"OC951pe",3.66666666666667,3,1.57142857142857,6,5.33333333333333,7,3,0,3,4,3,4,1,4,1,4,4,6,3,1,1,1,4,2,1,1,1,5,5,5,5,6,6,2,2,3,2,3,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",1,1,40,"woman","White","MA",NA,"Middle Class",NA
"BV058kx",1,2.125,1.85714285714286,6,5.5,3,-1,0,-1,1,1,1,1,1,1,1,2,5,3,3,1,1,1,1,7,1,1,6,6,4,7,6,4,1,1,1,1,1,"Independent","Joe Biden","Other","minwage","wordlviews_first",0,1,52,"man","White","GED","$40,001-$60,000","Middle Class","no comments"
"UO423sh",5,3.75,4,2,4.83333333333333,2,-4,-3,-1,5,5,5,5,1,3,6,6,4,3,2,3,6,5,5,3,3,3,3,5,5,5,6,5,5,3,2,5,1,"Independent","Joe Biden","Donald Trump","climate","wordlviews_first",0,1,23,"woman","Asian","4yearColl","$100,001-$120,000","Upper Middle Class",NA
"JR774ph",3.33333333333333,1.5,2,6,6.16666666666667,5,2,-1,3,6,2,2,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,7,6,6,6,6,2,4,6,7,3,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,34,"man","Hispanic, Latino, or Spanish origin","4yearColl","$160,001-$180,000","Middle Class",NA
"FY250gg",3.33333333333333,4.5,2.14285714285714,6,5.5,3,-2,-2,0,4,3,3,5,3,5,4,6,7,4,2,3,2,1,3,2,3,1,6,6,6,3,7,5,5,3,1,4,1,"Republican","I did not vote","Donald Trump","housing","wordlviews_first",0,1,33,"man","White","2yearColl","$80,001-$100,000","Upper Middle Class",NA
"PY648gl",2,3,2.14285714285714,5,5.5,3,-2,-2,0,2,2,2,2,4,2,3,5,3,4,1,2,3,1,3,2,2,2,5,6,6,5,6,5,3,3,2,6,1,"Independent","Third-party candidate","Robert F. Kennedy Jr.","climate","policy_first",0,1,65,"man","White","4yearColl","$100,001-$120,000","Upper Middle Class",NA
"IS224iz",6,1.875,5.14285714285714,6,6,7,3,0,3,6,6,6,4,4,1,1,2,1,1,1,6,6,5,6,4,5,4,6,6,6,6,6,6,5,1,2,1,2,"Independent","Joe Biden","Robert F. Kennedy Jr.","health","wordlviews_first",0,1,43,"man","Black or African American","4yearColl","$80,001-$100,000","Middle Class",NA
"AG683kp",6.33333333333333,1,1.85714285714286,7,6.66666666666667,7,2,0,2,7,6,6,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,5,7,7,7,7,7,1,6,2,2,7,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",1,1,34,"woman","White","2yearColl","$0-$20,000","Working Class",NA
"WH422so",6,3.625,4.42857142857143,6,6,4,-1,0,-1,6,6,6,3,3,4,3,4,4,4,4,4,5,3,4,6,5,4,6,6,6,6,6,6,7,1,1,1,1,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,51,"woman","White","GED","$20,001-$40,000","Working Class",NA
"ZV006bz",5.33333333333333,4.875,3.14285714285714,3,4,2,-3,-2,-1,5,6,5,5,4,4,5,6,5,5,5,3,3,3,5,3,3,2,4,3,5,5,4,3,4,2,1,1,2,"Republican","Joe Biden","Other","housing","policy_first",1,1,31,"woman","White","MA","$160,001-$180,000","Middle Class",NA
"TE622fc",5.66666666666667,1.625,3.14285714285714,4,6,6,2,0,2,5,6,6,2,4,1,1,2,1,1,1,3,4,4,4,2,2,3,4,7,4,7,7,7,1,5,NA,NA,NA,"Democrat","I did not vote","I will not vote","weed","wordlviews_first",1,1,23,"woman","Black or African American","GED","$0-$20,000","Lower Class",NA
"EW652xt",5,1.625,2.71428571428571,5,6.5,6,1,-1,2,5,5,5,2,2,1,2,2,2,1,1,3,3,2,2,3,3,3,6,7,7,6,6,7,6,4,4,4,4,"Republican","Donald Trump","Donald Trump","housing","wordlviews_first",0,1,38,"man","White","GED","$60,001-$80,000","Working Class","N/A"
"RG916po",3.33333333333333,4.625,3.14285714285714,5,4.66666666666667,1,-6,-3,-3,3,3,4,4,4,4,4,5,6,5,5,3,3,3,4,3,3,3,5,5,5,4,5,4,6,1,1,5,1,"Republican","Donald Trump","Donald Trump","climate","policy_first",0,1,57,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"UI352ll",4.33333333333333,2.25,2.28571428571429,6,5.66666666666667,2,-1,-3,2,5,3,5,4,1,2,2,3,2,3,1,2,4,2,2,3,1,2,5,6,5,6,6,6,4,3,2,2,2,"Independent","Third-party candidate","Other","climate","wordlviews_first",1,1,40,"man","White","4yearColl","$80,001-$100,000","Lower Middle Class",NA
"CY520vh",4.66666666666667,2.25,4.28571428571429,5,4.5,4,0,0,0,6,5,3,3,2,2,2,2,2,3,2,5,5,5,4,3,5,3,4,5,5,4,5,4,1,6,6,1,6,"Democrat","Joe Biden","Joe Biden","debt","policy_first",1,1,28,"man","White","PHD","$120,001-$140,000","Upper Middle Class",NA
"QP127vz",4,1,1,7,7,7,1,-1,2,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,7,7,NA,7,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,26,"woman","White","4yearColl","$40,001-$60,000","Middle Class",NA
"RP616do",4.66666666666667,1,4,4,6.16666666666667,5,2,-1,3,5,5,4,1,1,1,1,1,1,1,1,4,3,5,4,4,4,4,6,7,6,7,5,6,1,4,5,5,1,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,48,"woman","White","4yearColl","$20,001-$40,000","Middle Class","No comments."
"XQ438fd",4.33333333333333,2.75,2.42857142857143,5,6,7,3,0,3,3,5,5,2,5,1,2,6,2,2,2,2,2,2,5,2,2,2,6,6,6,6,6,6,2,3,3,NA,4,"Democrat","I did not vote","I will not vote","health","policy_first",0,1,55,"woman","Hispanic, Latino, or Spanish origin","2yearColl","$40,001-$60,000","Working Class",NA
"LO704fm",4,3.125,2.28571428571429,5,6.5,6,2,0,2,5,4,3,6,3,4,1,3,2,3,3,2,1,5,3,2,2,1,7,7,6,6,6,7,4,1,1,2,2,"Independent","Donald Trump","Donald Trump","minwage","wordlviews_first",0,1,28,"man","White","GED","$60,001-$80,000","Middle Class",NA
"DN100xq",5,2.25,2.57142857142857,5,5.66666666666667,6,1,0,1,5,5,5,3,2,2,2,3,2,2,2,2,3,2,3,3,3,2,6,6,6,6,5,5,6,2,3,2,2,"Republican","I did not vote","I will not vote","minwage","policy_first",0,1,58,"woman","White","4yearColl","$0-$20,000","Working Class","Thank you for an interesting study."
"XP292mz",2,3.25,2.42857142857143,2,5.16666666666667,1,1,0,1,2,2,2,4,2,7,2,2,3,3,3,3,2,2,3,2,3,2,5,5,5,6,4,6,7,1,NA,1,1,"Republican","Donald Trump","Donald Trump","debt","policy_first",0,1,63,"woman","White","GED","$20,001-$40,000","Working Class",NA
"RT632wl",5.33333333333333,1,4,5,5,2,0,2,-2,7,5,4,1,1,1,1,1,1,1,1,6,5,4,1,4,5,3,4,7,7,7,4,1,1,2,1,1,1,"Democrat","Joe Biden","Robert F. Kennedy Jr.","climate","wordlviews_first",0,1,63,"woman","Black or African American",NA,NA,"Working Class","none"
"JR817vz",7,1,6,7,7,7,3,0,3,7,7,7,1,1,1,1,1,1,1,1,6,6,5,6,6,7,6,7,7,7,7,7,7,1,5,3,1,6,"Democrat","Joe Biden","Robert F. Kennedy Jr.","minwage","wordlviews_first",0,1,31,"woman","multiracial","2yearColl","$20,001-$40,000","Working Class",NA
"LZ258wy",4.66666666666667,2.625,3,6,5.16666666666667,6,1,0,1,4,5,5,4,1,3,2,3,3,2,3,3,3,3,4,3,2,3,5,5,5,5,6,5,1,3,1,1,1,"Democrat","Joe Biden","Other","weed","wordlviews_first",0,1,22,"woman","multiracial","GED","$20,001-$40,000","Lower Middle Class",NA
"AQ652ye",3,1.5,3.28571428571429,5,6,7,0,0,0,3,3,3,2,2,2,1,2,1,1,1,3,3,4,4,3,3,3,6,6,6,6,6,6,7,1,5,4,1,"Independent","Donald Trump","Donald Trump","minwage","wordlviews_first",0,1,40,"man","White","PHD","$80,001-$100,000","Lower Middle Class",NA
"LR502qq",4,3.5,2.85714285714286,7,5.33333333333333,4,1,0,1,4,4,4,3,3,3,3,5,6,4,1,3,3,2,3,3,3,3,6,5,6,4,5,6,3,2,2,5,2,"Independent","Third-party candidate","Jill Stein","housing","policy_first",1,1,33,"man","White","4yearColl","$40,001-$60,000","Lower Middle Class","Nothing comes to mind."
